x, eta, H, tau, qb
0.00000000,100.32375398,0.73872195,0.21036326,0.01104282
100.00000000,98.91415929,0.74047833,0.20920084,0.01092516
200.00000000,97.52679169,0.74225493,0.20803434,0.01080752
300.00000000,96.13944897,0.74404689,0.20686715,0.01069023
400.00000000,94.77429297,0.74585982,0.20569579,0.01057296
500.00000000,93.40918729,0.74768494,0.20452611,0.01045628
600.00000000,92.06618236,0.74953172,0.20335220,0.01033961
700.00000000,90.72325355,0.75138733,0.20218234,0.01022379
800.00000000,89.40229419,0.75326522,0.20100820,0.01010797
900.00000000,88.08143691,0.75514840,0.19984051,0.00999323
1000.00000000,86.78237299,0.75705441,0.19866850,0.00987851
1100.00000000,85.48343706,0.75896200,0.19750534,0.00976509
1200.00000000,84.20607441,0.76089288,0.19633785,0.00965169
1300.00000000,82.92886540,0.76282146,0.19518156,0.00953981
1400.00000000,81.67296666,0.76477371,0.19402098,0.00942795
1500.00000000,80.41724673,0.76671966,0.19287392,0.00931783
1600.00000000,79.18253246,0.76868953,0.19172261,0.00920774
1700.00000000,77.94802149,0.77064896,0.19058710,0.00909958
1800.00000000,76.73417152,0.77263248,0.18944741,0.00899146
1900.00000000,75.52054843,0.77460134,0.18832574,0.00888547
2000.00000000,74.32720346,0.77659432,0.18719996,0.00877951
2100.00000000,73.13410782,0.77856833,0.18609435,0.00867586
2200.00000000,71.96087122,0.78056638,0.18498475,0.00857225
2300.00000000,70.78790510,0.78254112,0.18389737,0.00847112
2400.00000000,69.63434494,0.78453969,0.18280613,0.00837004
2500.00000000,68.48107492,0.78651057,0.18173905,0.00827158
2600.00000000,67.34672620,0.78850496,0.18066828,0.00817318
2700.00000000,66.21268564,0.79046729,0.17962349,0.00807754
2800.00000000,65.09705270,0.79245269,0.17857518,0.00798196
2900.00000000,63.98174412,0.79440170,0.17755457,0.00788926
3000.00000000,62.88430320,0.79637321,0.17653063,0.00779663
3100.00000000,61.78720089,0.79830410,0.17553595,0.00770700
3200.00000000,60.70740283,0.80025679,0.17453815,0.00761743
3300.00000000,59.62795559,0.80216473,0.17357104,0.00753095
3400.00000000,58.56522862,0.80409369,0.17260103,0.00744454
3500.00000000,57.50286257,0.80597391,0.17166297,0.00736130
3600.00000000,56.45661525,0.80787425,0.17072225,0.00727813
3700.00000000,55.41073678,0.80972205,0.16981458,0.00719819
3800.00000000,54.38036095,0.81158899,0.16890451,0.00711833
3900.00000000,53.35035970,0.81339981,0.16802842,0.00704173
4000.00000000,52.33523348,0.81522870,0.16715017,0.00696522
4100.00000000,51.32048535,0.81699815,0.16630670,0.00689200
4200.00000000,50.31997617,0.81878453,0.16546130,0.00681888
4300.00000000,49.31984641,0.82050844,0.16465128,0.00674906
4400.00000000,48.33331396,0.82224808,0.16383960,0.00667934
4500.00000000,47.34716015,0.82392252,0.16306373,0.00661292
4600.00000000,46.37395936,0.82561147,0.16228644,0.00654660
4700.00000000,45.40113440,0.82723282,0.16154523,0.00648356
4800.00000000,44.44061830,0.82886744,0.16080284,0.00642064
4900.00000000,43.48047325,0.83043241,0.16009664,0.00636096
5000.00000000,42.53199575,0.83200940,0.15938950,0.00630140
5100.00000000,41.58388268,0.83351506,0.15871849,0.00624505
