x, eta, H, tau, qb
7200.00000000,22.30025079,0.87553045,0.14151180,0.00485934
7300.00000000,21.50018368,0.87553443,0.14151030,0.00485923
7400.00000000,20.70013973,0.87553834,0.14150882,0.00485911
7500.00000000,19.90009654,0.87554095,0.14150784,0.00485904
7600.00000000,19.10006853,0.87554351,0.14150687,0.00485896
7700.00000000,18.30004100,0.87554520,0.14150623,0.00485891
7800.00000000,17.50002333,0.87554686,0.14150561,0.00485886
7900.00000000,16.70000597,0.87554795,0.14150520,0.00485883
8000.00000000,15.89999493,0.87554901,0.14150480,0.00485880
8100.00000000,15.09998409,0.87554970,0.14150454,0.00485878
8200.00000000,14.29997726,0.87555038,0.14150428,0.00485876
8300.00000000,13.49997056,0.87555081,0.14150412,0.00485875
8400.00000000,12.69996638,0.87555123,0.14150396,0.00485874
8500.00000000,11.89996228,0.87555150,0.14150386,0.00485873
8600.00000000,11.09995975,0.87555177,0.14150376,0.00485872
8700.00000000,10.29995726,0.87555193,0.14150370,0.00485872
8800.00000000,9.49995574,0.87555210,0.14150363,0.00485871
8900.00000000,8.69995425,0.87555220,0.14150360,0.00485871
9000.00000000,7.89995335,0.87555229,0.14150356,0.00485871
9100.00000000,7.09995246,0.87555235,0.14150354,0.00485870
9200.00000000,6.29995192,0.87555241,0.14150351,0.00485870
9300.00000000,5.49995140,0.87555245,0.14150350,0.00485870
9400.00000000,4.69995108,0.87555248,0.14150349,0.00485870
9500.00000000,3.89995077,0.87555250,0.14150348,0.00485870
9600.00000000,3.09995057,0.87555252,0.14150347,0.00485870
9700.00000000,2.29995038,0.87555253,0.14150347,0.00485870
9800.00000000,1.49995025,0.87555254,0.14150346,0.00485870
9900.00000000,0.69995011,0.87555255,0.14150346,0.00485870
10000.00000000,-0.10005000,0.87555255,0.14150346,0.00485870
