x, eta, H, tau, qb
3800.00000000,55.68892968,0.80518758,0.17205439,0.00739600
3900.00000000,54.63135599,0.80689299,0.17120707,0.00732096
4000.00000000,53.58831616,0.80861487,0.17035762,0.00724598
4100.00000000,52.54561529,0.81029160,0.16953620,0.00717373
4200.00000000,51.51692713,0.81198400,0.16871284,0.00710155
4300.00000000,50.48858213,0.81362846,0.16791826,0.00703212
4400.00000000,49.47371955,0.81528775,0.16712193,0.00696277
4500.00000000,48.45920263,0.81689646,0.16635501,0.00689619
4600.00000000,47.45763066,0.81851910,0.16558653,0.00682970
4700.00000000,46.45640514,0.82008870,0.16484798,0.00676599
4800.00000000,45.46758188,0.82167132,0.16410807,0.00670237
4900.00000000,44.47910419,0.82319861,0.16339851,0.00664155
5000.00000000,43.50248277,0.82473797,0.16268778,0.00658081
5100.00000000,42.52620439,0.82621996,0.16200770,0.00652287
5200.00000000,41.56123478,0.82771302,0.16132663,0.00646501
5300.00000000,40.59660412,0.82914688,0.16067642,0.00640994
5400.00000000,39.64273497,0.83059083,0.16002540,0.00635495
5500.00000000,38.68919918,0.83197396,0.15940534,0.00630273
5600.00000000,37.74587950,0.83336619,0.15878465,0.00625060
5700.00000000,36.80288618,0.83469623,0.15819492,0.00620120
5800.00000000,35.86956694,0.83603439,0.15760473,0.00615189
5900.00000000,34.93656574,0.83730920,0.15704540,0.00610529
6000.00000000,34.01270138,0.83859118,0.15648579,0.00605878
6100.00000000,33.08914549,0.83980889,0.15595686,0.00601492
6200.00000000,32.17419524,0.84103283,0.15542780,0.00597117
6300.00000000,31.25954278,0.84219181,0.15492917,0.00593003
6400.00000000,30.35297187,0.84335612,0.15443056,0.00588898
6500.00000000,29.44668706,0.84445499,0.15396206,0.00585050
6600.00000000,28.54796783,0.84555832,0.15349371,0.00581212
6700.00000000,27.64952207,0.84659595,0.15305510,0.00577625
6800.00000000,26.75813481,0.84763721,0.15261675,0.00574047
6900.00000000,25.86700761,0.84861268,0.15220773,0.00570716
7000.00000000,24.98244133,0.84959101,0.15179907,0.00567394
7100.00000000,24.09812099,0.85050364,0.15141927,0.00564312
7200.00000000,23.21987401,0.85141840,0.15103995,0.00561240
7300.00000000,22.34185823,0.85226771,0.15068898,0.00558402
7400.00000000,21.46943853,0.85311846,0.15033858,0.00555574
7500.00000000,20.59723481,0.85390414,0.15001602,0.00552975
7600.00000000,19.73016031,0.85469064,0.14969410,0.00550385
7700.00000000,18.86328613,0.85541254,0.14939950,0.00548018
7800.00000000,18.00108471,0.85613470,0.14910562,0.00545661
7900.00000000,17.13906763,0.85679281,0.14883852,0.00543521
8000.00000000,16.28127707,0.85745068,0.14857220,0.00541391
8100.00000000,15.42365459,0.85804510,0.14833215,0.00539472
8200.00000000,14.56982228,0.85863883,0.14809294,0.00537563
8300.00000000,13.71614156,0.85916976,0.14787949,0.00535862
8400.00000000,12.86582408,0.85969958,0.14766693,0.00534169
8500.00000000,12.01564157,0.86016726,0.14747966,0.00532679
8600.00000000,11.16840416,0.86063348,0.14729331,0.00531198
8700.00000000,10.32128498,0.86103818,0.14713182,0.00529915
8800.00000000,9.47670083,0.86144113,0.14697129,0.00528642
8900.00000000,8.63221809,0.86178315,0.14683522,0.00527563
9000.00000000,7.78986755,0.86212318,0.14670013,0.00526492
9100.00000000,6.94760155,0.86240281,0.14658916,0.00525613
9200.00000000,6.10707120,0.86268023,0.14647919,0.00524743
9300.00000000,5.26660849,0.86289773,0.14639306,0.00524062
9400.00000000,4.42749014,0.86311285,0.14630793,0.00523389
9500.00000000,3.58842254,0.86326843,0.14624642,0.00522902
9600.00000000,2.75031216,0.86342151,0.14618592,0.00522424
9700.00000000,1.91223561,0.86351532,0.14614887,0.00522132
9800.00000000,1.07473219,0.86360656,0.14611284,0.00521847
9900.00000000,0.23724568,0.86363870,0.14610016,0.00521747
10000.00000000,-0.60005000,0.86366822,0.14608851,0.00521655
