x, eta, H, tau, qb
0.00000000,80.45893639,0.87555259,0.14150345,0.00485870
100.00000000,79.20000000,0.87555259,0.14150345,0.00485870
200.00000000,78.40000000,0.87555259,0.14150345,0.00485870
300.00000000,77.60000000,0.87555259,0.14150345,0.00485870
400.00000000,76.80000000,0.87555259,0.14150345,0.00485870
500.00000000,76.00000000,0.87555259,0.14150345,0.00485870
600.00000000,75.20000000,0.87555259,0.14150345,0.00485870
700.00000000,74.40000000,0.87555259,0.14150345,0.00485870
800.00000000,73.60000000,0.87555259,0.14150345,0.00485870
900.00000000,72.80000000,0.87555259,0.14150345,0.00485870
1000.00000000,72.00000000,0.87555259,0.14150345,0.00485870
1100.00000000,71.20000000,0.87555259,0.14150345,0.00485870
1200.00000000,70.40000000,0.87555259,0.14150345,0.00485870
1300.00000000,69.60000000,0.87555259,0.14150345,0.00485870
1400.00000000,68.80000000,0.87555259,0.14150345,0.00485870
1500.00000000,68.00000000,0.87555259,0.14150345,0.00485870
1600.00000000,67.20000000,0.87555259,0.14150345,0.00485870
1700.00000000,66.40000000,0.87555259,0.14150345,0.00485870
1800.00000000,65.60000000,0.87555259,0.14150345,0.00485870
1900.00000000,64.80000000,0.87555259,0.14150345,0.00485870
2000.00000000,64.00000000,0.87555259,0.14150345,0.00485870
2100.00000000,63.20000000,0.87555259,0.14150345,0.00485870
2200.00000000,62.40000000,0.87555259,0.14150345,0.00485870
2300.00000000,61.60000000,0.87555259,0.14150345,0.00485870
2400.00000000,60.80000000,0.87555259,0.14150345,0.00485870
2500.00000000,60.00000000,0.87555259,0.14150345,0.00485870
2600.00000000,59.20000000,0.87555259,0.14150345,0.00485870
2700.00000000,58.40000000,0.87555259,0.14150345,0.00485870
2800.00000000,57.60000000,0.87555259,0.14150345,0.00485870
2900.00000000,56.80000000,0.87555259,0.14150345,0.00485870
3000.00000000,56.00000000,0.87555259,0.14150345,0.00485870
3100.00000000,55.20000000,0.87555259,0.14150345,0.00485870
3200.00000000,54.40000000,0.87555259,0.14150345,0.00485870
3300.00000000,53.60000000,0.87555259,0.14150345,0.00485870
3400.00000000,52.80000000,0.87555259,0.14150345,0.00485870
3500.00000000,52.00000000,0.87555259,0.14150345,0.00485870
3600.00000000,51.20000000,0.87555259,0.14150345,0.00485870
3700.00000000,50.40000000,0.87555259,0.14150345,0.00485870
3800.00000000,49.60000000,0.87555259,0.14150345,0.00485870
3900.00000000,48.80000000,0.87555259,0.14150345,0.00485870
4000.00000000,48.00000000,0.87555259,0.14150345,0.00485870
4100.00000000,47.20000000,0.87555259,0.14150345,0.00485870
4200.00000000,46.40000000,0.87555259,0.14150345,0.00485870
4300.00000000,45.60000000,0.87555259,0.14150345,0.00485870
4400.00000000,44.80000000,0.87555259,0.14150345,0.00485870
4500.00000000,44.00000000,0.87555259,0.14150345,0.00485870
4600.00000000,43.20000000,0.87555259,0.14150345,0.00485870
4700.00000000,42.40000000,0.87555259,0.14150345,0.00485870
4800.00000000,41.60000000,0.87555259,0.14150345,0.00485870
4900.00000000,40.80000000,0.87555259,0.14150345,0.00485870
5000.00000000,40.00000000,0.87555259,0.14150345,0.00485870
5100.00000000,39.20000000,0.87555259,0.14150345,0.00485870
5200.00000000,38.40000000,0.87555259,0.14150345,0.00485870
5300.00000000,37.60000000,0.87555259,0.14150345,0.00485870
5400.00000000,36.80000000,0.87555259,0.14150345,0.00485870
5500.00000000,36.00000000,0.87555259,0.14150345,0.00485870
5600.00000000,35.20000000,0.87555259,0.14150345,0.00485870
5700.00000000,34.40000000,0.87555259,0.14150345,0.00485870
5800.00000000,33.60000000,0.87555259,0.14150345,0.00485870
5900.00000000,32.80000000,0.87555259,0.14150345,0.00485870
6000.00000000,32.00000000,0.87555259,0.14150345,0.00485870
6100.00000000,31.20000000,0.87555259,0.14150345,0.00485870
6200.00000000,30.40000000,0.87555259,0.14150345,0.00485870
6300.00000000,29.60000000,0.87555259,0.14150345,0.00485870
6400.00000000,28.80000000,0.87555259,0.14150345,0.00485870
6500.00000000,28.00000000,0.87555259,0.14150345,0.00485870
6600.00000000,27.20000000,0.87555259,0.14150345,0.00485870
6700.00000000,26.40000000,0.87555259,0.14150345,0.00485870
6800.00000000,25.60000000,0.87555259,0.14150345,0.00485870
6900.00000000,24.80000000,0.87555259,0.14150345,0.00485870
7000.00000000,24.00000000,0.87555259,0.14150345,0.00485870
7100.00000000,23.20000000,0.87555259,0.14150345,0.00485870
7200.00000000,22.40000000,0.87555259,0.14150345,0.00485870
7300.00000000,21.60000000,0.87555259,0.14150345,0.00485870
7400.00000000,20.80000000,0.87555259,0.14150345,0.00485870
7500.00000000,20.00000000,0.87555259,0.14150345,0.00485870
7600.00000000,19.20000000,0.87555259,0.14150345,0.00485870
7700.00000000,18.40000000,0.87555259,0.14150345,0.00485870
7800.00000000,17.60000000,0.87555259,0.14150345,0.00485870
7900.00000000,16.80000000,0.87555259,0.14150345,0.00485870
8000.00000000,16.00000000,0.87555259,0.14150345,0.00485870
8100.00000000,15.20000000,0.87555259,0.14150345,0.00485870
8200.00000000,14.40000000,0.87555259,0.14150345,0.00485870
8300.00000000,13.60000000,0.87555259,0.14150345,0.00485870
8400.00000000,12.80000000,0.87555259,0.14150345,0.00485870
8500.00000000,12.00000000,0.87555259,0.14150345,0.00485870
8600.00000000,11.20000000,0.87555259,0.14150345,0.00485870
8700.00000000,10.40000000,0.87555259,0.14150345,0.00485870
8800.00000000,9.60000000,0.87555259,0.14150345,0.00485870
8900.00000000,8.80000000,0.87555259,0.14150345,0.00485870
9000.00000000,8.00000000,0.87555259,0.14150345,0.00485870
9100.00000000,7.20000000,0.87555259,0.14150345,0.00485870
9200.00000000,6.40000000,0.87555259,0.14150345,0.00485870
9300.00000000,5.60000000,0.87555259,0.14150345,0.00485870
9400.00000000,4.80000000,0.87555259,0.14150345,0.00485870
9500.00000000,4.00000000,0.87555259,0.14150345,0.00485870
9600.00000000,3.20000000,0.87555259,0.14150345,0.00485870
9700.00000000,2.40000000,0.87555259,0.14150345,0.00485870
9800.00000000,1.60000000,0.87555259,0.14150345,0.00485870
9900.00000000,0.80000000,0.87555259,0.14150345,0.00485870
10000.00000000,0.00000000,0.87555259,0.14150345,0.00485870
