x, eta, H, tau, qb
0.00000000,95.69371024,0.73923178,0.21002489,0.01100853
100.00000000,94.28735282,0.74150954,0.20852262,0.01085671
200.00000000,92.90969017,0.74382137,0.20701353,0.01070492
300.00000000,91.53206863,0.74615655,0.20550497,0.01055389
400.00000000,90.18304206,0.74852736,0.20398943,0.01040289
500.00000000,88.83409876,0.75091447,0.20247954,0.01025317
600.00000000,87.51355276,0.75333857,0.20096253,0.01010348
700.00000000,86.19313271,0.75577141,0.19945634,0.00995558
800.00000000,84.90081572,0.75824242,0.19794296,0.00980771
900.00000000,83.60866730,0.76071412,0.19644552,0.00966213
1000.00000000,82.34423338,0.76322493,0.19494090,0.00951658
1100.00000000,81.08000999,0.76572797,0.19345727,0.00937378
1200.00000000,79.84302144,0.76827078,0.19196653,0.00923103
1300.00000000,78.60628411,0.77079700,0.19050170,0.00909147
1400.00000000,77.39621496,0.77336335,0.18902991,0.00895196
1500.00000000,76.18643590,0.77590403,0.18758879,0.00881606
1600.00000000,75.00267631,0.77848487,0.18614091,0.00868022
1700.00000000,73.81924326,0.78103076,0.18472822,0.00854836
1800.00000000,72.66110470,0.78361652,0.18330904,0.00841657
1900.00000000,71.50332621,0.78615794,0.18192932,0.00828911
2000.00000000,70.37004742,0.78873860,0.18054343,0.00816173
2100.00000000,69.23715879,0.79126556,0.17920094,0.00803897
2200.00000000,68.12791240,0.79383080,0.17785266,0.00791630
2300.00000000,67.01908244,0.79633309,0.17655138,0.00779851
2400.00000000,65.93298217,0.79887237,0.17524473,0.00768082
2500.00000000,64.84732042,0.80133974,0.17398828,0.00756822
2600.00000000,63.78342881,0.80384247,0.17272692,0.00745574
2700.00000000,62.71999338,0.80626473,0.17151852,0.00734851
2800.00000000,61.67732985,0.80872046,0.17030572,0.00724141
2900.00000000,60.63513557,0.81108767,0.16914820,0.00713968
3000.00000000,59.61268482,0.81348621,0.16798679,0.00703810
3100.00000000,58.59071172,0.81578884,0.16688250,0.00694196
3200.00000000,57.58743219,0.81812044,0.16577486,0.00684597
3300.00000000,56.58463410,0.82034952,0.16472572,0.00675547
3400.00000000,55.59946653,0.82260508,0.16367374,0.00666512
3500.00000000,54.61477971,0.82475239,0.16268114,0.00658025
3600.00000000,53.64665560,0.82692356,0.16168624,0.00649554
3700.00000000,52.67900725,0.82898174,0.16075111,0.00641626
3800.00000000,51.72685707,0.83106113,0.15981418,0.00633715
3900.00000000,50.77517367,0.83302383,0.15893696,0.00626338
4000.00000000,49.83793472,0.83500509,0.15805841,0.00618978
4100.00000000,48.90114996,0.83686706,0.15723907,0.00612141
4200.00000000,47.97777382,0.83874500,0.15641883,0.00605322
4300.00000000,47.05483611,0.84050218,0.15565686,0.00599010
4400.00000000,46.14429557,0.84227285,0.15489440,0.00592716
4500.00000000,45.23417495,0.84392238,0.15418888,0.00586912
4600.00000000,44.33547021,0.84558308,0.15348322,0.00581126
4700.00000000,43.43716467,0.84712336,0.15283285,0.00575810
4800.00000000,42.54932897,0.84867266,0.15218263,0.00570511
4900.00000000,41.66187000,0.85010329,0.15158572,0.00565662
5000.00000000,40.78397439,0.85154099,0.15098922,0.00560829
5100.00000000,39.90643178,0.85286273,0.15044378,0.00556423
5200.00000000,39.03758915,0.85418980,0.14989898,0.00552033
5300.00000000,38.16907502,0.85540449,0.14940278,0.00548045
5400.00000000,37.30844336,0.85662299,0.14890738,0.00544072
5500.00000000,36.44811535,0.85773343,0.14845795,0.00540477
5600.00000000,35.59490011,0.85884639,0.14800944,0.00536897
5700.00000000,34.74196374,0.85985622,0.14760417,0.00533669
5800.00000000,33.89541955,0.86086750,0.14719990,0.00530456
5900.00000000,33.04912984,0.86178110,0.14683604,0.00527569
6000.00000000,32.20856137,0.86269526,0.14647324,0.00524696
6100.00000000,31.36822370,0.86351755,0.14614799,0.00522125
6200.00000000,30.53298588,0.86433972,0.14582382,0.00519566
6300.00000000,29.69795613,0.86507608,0.14553436,0.00517285
6400.00000000,28.86745375,0.86581178,0.14524597,0.00515016
6500.00000000,28.03713785,0.86646785,0.14498949,0.00513000
6600.00000000,27.21082456,0.86712288,0.14473406,0.00510996
6700.00000000,26.38467745,0.86770448,0.14450780,0.00509222
6800.00000000,25.56205429,0.86828479,0.14428254,0.00507459
6900.00000000,24.73957838,0.86879779,0.14408383,0.00505905
7000.00000000,23.92019189,0.86930933,0.14388608,0.00504360
7100.00000000,23.10093515,0.86975953,0.14371236,0.00503004
7200.00000000,22.28437513,0.87020818,0.14353953,0.00501656
7300.00000000,21.46792881,0.87060123,0.14338837,0.00500478
7400.00000000,20.65382582,0.87099270,0.14323804,0.00499308
7500.00000000,19.83982189,0.87133401,0.14310716,0.00498290
7600.00000000,19.02784454,0.87167377,0.14297704,0.00497278
7700.00000000,18.21595299,0.87196848,0.14286431,0.00496402
7800.00000000,17.40580506,0.87226169,0.14275228,0.00495532
7900.00000000,16.59573098,0.87251458,0.14265575,0.00494783
8000.00000000,15.78714849,0.87276605,0.14255986,0.00494039
8100.00000000,14.97862914,0.87298153,0.14247777,0.00493403
8200.00000000,14.17137736,0.87319569,0.14239625,0.00492771
8300.00000000,13.36417914,0.87337778,0.14232699,0.00492235
8400.00000000,12.55804957,0.87355864,0.14225824,0.00491702
8500.00000000,11.75196501,0.87371093,0.14220039,0.00491254
8600.00000000,10.94677241,0.87386210,0.14214300,0.00490810
8700.00000000,10.14161720,0.87398777,0.14209531,0.00490441
8800.00000000,9.33719667,0.87411240,0.14204804,0.00490076
8900.00000000,8.53280669,0.87421418,0.14200946,0.00489777
9000.00000000,7.72901075,0.87431501,0.14197125,0.00489482
9100.00000000,6.92523922,0.87439522,0.14194086,0.00489247
9200.00000000,6.12193500,0.87447455,0.14191082,0.00489015
9300.00000000,5.31864963,0.87453506,0.14188791,0.00488838
9400.00000000,4.51571615,0.87459476,0.14186531,0.00488663
9500.00000000,3.71279641,0.87463704,0.14184931,0.00488539
9600.00000000,2.91012183,0.87467856,0.14183360,0.00488418
9700.00000000,2.10745623,0.87470365,0.14182410,0.00488345
9800.00000000,1.30493527,0.87472801,0.14181489,0.00488274
9900.00000000,0.50241873,0.87473654,0.14181166,0.00488249
10000.00000000,-0.30005000,0.87474436,0.14180871,0.00488226
