x, eta, H, tau, qb
0.00000000,123.04326973,0.73713539,0.21142125,0.01115027
100.00000000,121.62353671,0.73728653,0.21132014,0.01113998
200.00000000,120.20574276,0.73743824,0.21121871,0.01112967
300.00000000,118.78795441,0.73758946,0.21111768,0.01111940
400.00000000,117.37209713,0.73774125,0.21101634,0.01110910
500.00000000,115.95625104,0.73789241,0.21091549,0.01109886
600.00000000,114.54232618,0.73804414,0.21081433,0.01108859
700.00000000,113.12841804,0.73819509,0.21071376,0.01107838
800.00000000,111.71641949,0.73834660,0.21061288,0.01106814
900.00000000,110.30444313,0.73849719,0.21051268,0.01105797
1000.00000000,108.89436294,0.73864834,0.21041218,0.01104778
1100.00000000,107.48431032,0.73879843,0.21031245,0.01103767
1200.00000000,106.07613867,0.73894907,0.21021243,0.01102753
1300.00000000,104.66799989,0.73909850,0.21011327,0.01101748
1400.00000000,103.26172515,0.73924848,0.21001382,0.01100741
1500.00000000,101.85548843,0.73939711,0.20991533,0.01099743
1600.00000000,100.45109713,0.73954627,0.20981656,0.01098743
1700.00000000,99.04674886,0.73969396,0.20971882,0.01097754
1800.00000000,97.64422572,0.73984215,0.20962081,0.01096762
1900.00000000,96.24175044,0.73998874,0.20952394,0.01095782
2000.00000000,94.84107836,0.74013583,0.20942679,0.01094800
2100.00000000,93.44045880,0.74028117,0.20933087,0.01093830
2200.00000000,92.04161891,0.74042699,0.20923469,0.01092858
2300.00000000,90.64283598,0.74057094,0.20913980,0.01091900
2400.00000000,89.24580761,0.74071534,0.20904468,0.01090939
2500.00000000,87.84884044,0.74085775,0.20895093,0.01089993
2600.00000000,86.45360119,0.74100059,0.20885696,0.01089044
2700.00000000,85.05842712,0.74114131,0.20876444,0.01088110
2800.00000000,83.66495285,0.74128244,0.20867171,0.01087175
2900.00000000,82.27154748,0.74142133,0.20858051,0.01086255
3000.00000000,80.87981232,0.74156060,0.20848912,0.01085334
3100.00000000,79.48814951,0.74169751,0.20839933,0.01084429
3200.00000000,78.09812592,0.74183478,0.20830937,0.01083522
3300.00000000,76.70817784,0.74196956,0.20822108,0.01082633
3400.00000000,75.31983657,0.74210468,0.20813263,0.01081742
3500.00000000,73.93157371,0.74223720,0.20804593,0.01080869
3600.00000000,72.54488392,0.74237003,0.20795909,0.01079995
3700.00000000,71.15827509,0.74250014,0.20787407,0.01079139
3800.00000000,69.77320430,0.74263054,0.20778891,0.01078282
3900.00000000,68.38821672,0.74275811,0.20770565,0.01077445
4000.00000000,67.00473087,0.74288592,0.20762227,0.01076606
4100.00000000,65.62133015,0.74301081,0.20754085,0.01075788
4200.00000000,64.23939363,0.74313592,0.20745934,0.01074969
4300.00000000,62.85754382,0.74325799,0.20737984,0.01074170
4400.00000000,61.47711950,0.74338025,0.20730027,0.01073371
4500.00000000,60.09678314,0.74349937,0.20722278,0.01072592
4600.00000000,58.71783241,0.74361865,0.20714523,0.01071814
4700.00000000,57.33897053,0.74373470,0.20706982,0.01071057
4800.00000000,55.96145333,0.74385087,0.20699437,0.01070300
4900.00000000,54.58402552,0.74396371,0.20692112,0.01069565
5000.00000000,53.20790038,0.74407663,0.20684785,0.01068830
5100.00000000,51.83186481,0.74418614,0.20677684,0.01068118
5200.00000000,50.45708889,0.74429571,0.20670582,0.01067406
5300.00000000,49.08240238,0.74440177,0.20663711,0.01066717
5400.00000000,47.70893149,0.74450785,0.20656841,0.01066028
5500.00000000,46.33554951,0.74461034,0.20650208,0.01065364
5600.00000000,44.96333820,0.74471282,0.20643578,0.01064699
5700.00000000,43.59121492,0.74481162,0.20637189,0.01064059
5800.00000000,42.22021649,0.74491039,0.20630805,0.01063420
5900.00000000,40.84930487,0.74500540,0.20624666,0.01062806
6000.00000000,39.47947140,0.74510033,0.20618535,0.01062192
6100.00000000,38.10972318,0.74519144,0.20612653,0.01061603
6200.00000000,36.74100561,0.74528244,0.20606781,0.01061016
6300.00000000,35.37237139,0.74536955,0.20601163,0.01060454
6400.00000000,34.00471955,0.74545651,0.20595555,0.01059893
6500.00000000,32.63714884,0.74553951,0.20590206,0.01059358
6600.00000000,31.27051149,0.74562234,0.20584869,0.01058824
6700.00000000,29.90395273,0.74570115,0.20579794,0.01058317
6800.00000000,28.53827764,0.74577975,0.20574733,0.01057811
6900.00000000,27.17267828,0.74585426,0.20569937,0.01057331
7000.00000000,25.80791225,0.74592854,0.20565158,0.01056854
7100.00000000,24.44321879,0.74599868,0.20560647,0.01056403
7200.00000000,23.07930771,0.74606856,0.20556153,0.01055954
7300.00000000,21.71546576,0.74613424,0.20551931,0.01055533
7400.00000000,20.35235468,0.74619964,0.20547729,0.01055113
7500.00000000,18.98930900,0.74626079,0.20543800,0.01054720
7600.00000000,17.62694216,0.74632163,0.20539893,0.01054330
7700.00000000,16.26463673,0.74637818,0.20536262,0.01053968
7800.00000000,14.90295762,0.74643439,0.20532653,0.01053608
7900.00000000,13.54133570,0.74648627,0.20529324,0.01053275
8000.00000000,12.18028711,0.74653779,0.20526018,0.01052945
8100.00000000,10.81929128,0.74658494,0.20522994,0.01052644
8200.00000000,9.45881539,0.74663171,0.20519994,0.01052344
8300.00000000,8.09838760,0.74667407,0.20517278,0.01052073
8400.00000000,6.73842601,0.74671604,0.20514587,0.01051805
8500.00000000,5.37850766,0.74675356,0.20512182,0.01051565
8600.00000000,4.01900144,0.74679068,0.20509803,0.01051328
8700.00000000,2.65953343,0.74682333,0.20507712,0.01051119
8800.00000000,1.30042319,0.74685555,0.20505647,0.01050913
8900.00000000,-0.05865401,0.74688327,0.20503871,0.01050736
9000.00000000,-1.41742807,0.74691057,0.20502123,0.01050562
9100.00000000,-2.77617438,0.74693334,0.20500664,0.01050416
9200.00000000,-4.13467238,0.74695567,0.20499235,0.01050274
9300.00000000,-5.49314806,0.74697346,0.20498095,0.01050160
9400.00000000,-6.85143042,0.74699080,0.20496985,0.01050049
9500.00000000,-8.20969596,0.74700359,0.20496166,0.01049968
9600.00000000,-9.56782332,0.74701593,0.20495376,0.01049889
9700.00000000,-10.92593943,0.74702370,0.20494879,0.01049839
9800.00000000,-12.28397260,0.74703101,0.20494411,0.01049793
9900.00000000,-13.64200013,0.74703376,0.20494235,0.01049775
10000.00000000,-15.00000000,0.74703604,0.20494089,0.01049760
