x, eta, H, tau, qb
8300.00000000,23.45678285,0.74331610,0.20734202,0.01073790
8400.00000000,22.07617374,0.74334334,0.20732429,0.01073612
8500.00000000,20.69556530,0.74336745,0.20730860,0.01073454
8600.00000000,19.31525459,0.74339156,0.20729291,0.01073297
8700.00000000,17.93494447,0.74341251,0.20727928,0.01073160
8800.00000000,16.55489297,0.74343345,0.20726565,0.01073023
8900.00000000,15.17484199,0.74345122,0.20725410,0.01072907
9000.00000000,13.79501027,0.74346898,0.20724254,0.01072791
9100.00000000,12.41517898,0.74348355,0.20723307,0.01072696
9200.00000000,11.03552739,0.74349811,0.20722360,0.01072601
9300.00000000,9.65587614,0.74350945,0.20721622,0.01072527
9400.00000000,8.27636484,0.74352079,0.20720885,0.01072453
9500.00000000,6.89685379,0.74352890,0.20720357,0.01072400
9600.00000000,5.51744281,0.74353701,0.20719830,0.01072347
9700.00000000,4.13803200,0.74354188,0.20719513,0.01072315
9800.00000000,2.75868127,0.74354675,0.20719197,0.01072283
9900.00000000,1.37933062,0.74354838,0.20719091,0.01072272
10000.00000000,0.00000000,0.74355000,0.20718986,0.01072262
