x, eta, H, tau, qb
0.00000000,130.30824387,0.73742324,0.21122873,0.01113069
100.00000000,128.89035665,0.73786364,0.21093468,0.01110081
200.00000000,127.47810527,0.73830531,0.21064036,0.01107093
300.00000000,126.06585555,0.73874763,0.21034620,0.01104109
400.00000000,124.65923538,0.73919124,0.21005177,0.01101125
500.00000000,123.25261852,0.73963508,0.20975778,0.01098148
600.00000000,121.85161956,0.74008021,0.20946352,0.01095171
700.00000000,120.45062557,0.74052515,0.20916997,0.01092205
800.00000000,119.05523249,0.74097139,0.20887616,0.01089238
900.00000000,117.65984603,0.74141701,0.20858335,0.01086284
1000.00000000,116.27003813,0.74186392,0.20829027,0.01083330
1100.00000000,114.88023849,0.74230978,0.20799847,0.01080391
1200.00000000,113.49598975,0.74275693,0.20770641,0.01077453
1300.00000000,112.11175088,0.74320259,0.20741591,0.01074532
1400.00000000,110.73302990,0.74364954,0.20712515,0.01071612
1500.00000000,109.35432038,0.74409455,0.20683623,0.01068713
1600.00000000,107.98109047,0.74454084,0.20654706,0.01065814
1700.00000000,106.60787357,0.74498474,0.20626000,0.01062939
1800.00000000,105.24009270,0.74542992,0.20597270,0.01060064
1900.00000000,103.87232636,0.74587224,0.20568780,0.01057216
2000.00000000,102.50994723,0.74631583,0.20540265,0.01054368
2100.00000000,101.14758409,0.74675611,0.20512019,0.01051549
2200.00000000,99.79055413,0.74719763,0.20483749,0.01048730
2300.00000000,98.43354159,0.74763538,0.20455775,0.01045943
2400.00000000,97.08180302,0.74807436,0.20427777,0.01043156
2500.00000000,95.73008321,0.74850910,0.20400104,0.01040404
2600.00000000,94.38357305,0.74894505,0.20372407,0.01037652
2700.00000000,93.03708295,0.74937629,0.20345063,0.01034938
2800.00000000,91.69573308,0.74980871,0.20317696,0.01032224
2900.00000000,90.35440449,0.75023596,0.20290708,0.01029549
3000.00000000,89.01814170,0.75066436,0.20263699,0.01026875
3100.00000000,87.68190133,0.75108711,0.20237096,0.01024243
3200.00000000,86.35064737,0.75151098,0.20210472,0.01021612
3300.00000000,85.01941690,0.75192874,0.20184282,0.01019025
3400.00000000,83.69308855,0.75234759,0.20158072,0.01016439
3500.00000000,82.36678466,0.75275985,0.20132322,0.01013900
3600.00000000,81.04529377,0.75317316,0.20106553,0.01011362
3700.00000000,79.72382824,0.75357941,0.20081270,0.01008873
3800.00000000,78.40708185,0.75398669,0.20055969,0.01006385
3900.00000000,77.09036159,0.75438643,0.20031181,0.01003949
4000.00000000,75.77826195,0.75478715,0.20006375,0.01001514
4100.00000000,74.46618914,0.75517987,0.19982107,0.00999133
4200.00000000,73.15863383,0.75557354,0.19957824,0.00996752
4300.00000000,71.85110594,0.75595874,0.19934103,0.00994429
4400.00000000,70.54798794,0.75634483,0.19910367,0.00992106
4500.00000000,69.24489785,0.75672201,0.19887219,0.00989842
4600.00000000,67.94610566,0.75710003,0.19864057,0.00987578
4700.00000000,66.64734174,0.75746869,0.19841507,0.00985376
4800.00000000,65.35275944,0.75783814,0.19818944,0.00983174
4900.00000000,64.05820566,0.75819777,0.19797016,0.00981036
5000.00000000,62.76771304,0.75855815,0.19775077,0.00978898
5100.00000000,61.47724909,0.75890827,0.19753796,0.00976826
