x, eta, H, tau, qb
7800.00000000,10.27170028,0.78319659,0.18353846,0.00843783
7900.00000000,9.12327474,0.78357380,0.18333236,0.00841873
8000.00000000,7.95520817,0.78376745,0.18322668,0.00840895
8100.00000000,6.80869011,0.78412400,0.18303234,0.00839096
8200.00000000,5.64412718,0.78428747,0.18294333,0.00838273
8300.00000000,4.49921477,0.78462244,0.18276115,0.00836588
8400.00000000,3.33793410,0.78475561,0.18268879,0.00835919
8500.00000000,2.19432646,0.78506812,0.18251915,0.00834352
8600.00000000,1.03610014,0.78517094,0.18246339,0.00833837
8700.00000000,-0.10650222,0.78546013,0.18230667,0.00832391
8800.00000000,-1.26190853,0.78553262,0.18226742,0.00832028
8900.00000000,-2.40380322,0.78579766,0.18212401,0.00830706
9000.00000000,-3.55663010,0.78583992,0.18210116,0.00830495
9100.00000000,-4.69811250,0.78608002,0.18197140,0.00829299
9200.00000000,-5.84860660,0.78609221,0.18196482,0.00829238
9300.00000000,-6.98996937,0.78630662,0.18184906,0.00828171
9400.00000000,-8.13838321,0.78628897,0.18185858,0.00828259
9500.00000000,-9.27991592,0.78647698,0.18175716,0.00827325
9600.00000000,-10.42650766,0.78642981,0.18178260,0.00827559
9700.00000000,-11.56849641,0.78659076,0.18169582,0.00826760
9800.00000000,-12.71352962,0.78651443,0.18173697,0.00827139
9900.00000000,-13.85625664,0.78664771,0.18166513,0.00826478
10000.00000000,-15.00000000,0.78654266,0.18172175,0.00826999
